,,fog,hail,maxtempm,meantempm,meanvism,meanwindspdm,mintempm,precipm,rain,snow,state,thunder,tornado,ArrDelay
15/01/08,DEN,0,0,8.0,1.0,11.0,16.0,-6.0,0,0,1,CO,0,0,-4.45299145299
15/01/08,DFW,0,0,16.0,12.0,15.0,3.0,7.0,11.43,1,0,TX,0,0,-6.75
15/01/08,HNL,0,0,25.0,23.0,16.0,14.0,21.0,T,0,0,HI,0,0,-7.65217391304
15/01/08,LAX,0,0,21.0,15.0,15.0,1.0,8.0,0,0,0,CA,0,0,-0.00819672131148
15/01/08,LGA,0,0,3.0,2.0,16.0,13.0,0.0,T,0,0,NY,0,0,-12.3516483516
15/01/08,MCO,0,0,15.0,11.0,16.0,8.0,7.0,0,0,0,FL,0,0,-0.816901408451
15/01/08,ORD,0,0,-3.0,-7.0,16.0,12.0,-11.0,T,0,1,IL,0,0,-3.82442748092
15/01/08,PHX,0,0,19.0,13.0,16.0,4.0,6.0,0,0,0,AZ,0,0,-4.01941747573
15/02/08,ANC,0,0,2.0,-2.0,5.0,21.0,-5.0,0,0,0,AK,0,0,8.5
15/02/08,ATL,0,0,17.0,8.0,15.0,2.0,-2.0,0,0,0,GA,0,0,9.01265822785
15/02/08,DEN,0,0,5.0,-2.0,14.0,5.0,-10.0,0,0,0,CO,0,0,12.6461538462
15/02/08,DFW,0,0,23.0,19.0,11.0,11.0,16.0,8.89,1,0,TX,1,0,16.4962962963
15/02/08,HNL,0,0,27.0,23.0,16.0,8.0,18.0,0,0,0,HI,0,0,17.88
15/02/08,LAX,0,0,19.0,14.0,16.0,3.0,9.0,0,0,0,CA,0,0,22.34375
15/02/08,LGA,0,0,8.0,4.0,16.0,13.0,-1.0,0,0,0,NY,0,0,43.5319148936
15/02/08,MCO,0,0,24.0,18.0,15.0,5.0,11.0,0,0,0,FL,0,0,5.0
15/02/08,ORD,0,0,-4.0,-8.0,16.0,14.0,-13.0,0,0,0,IL,0,0,19.8865248227
15/02/08,PHX,0,0,13.0,11.0,16.0,10.0,9.0,1.78,1,0,AZ,0,0,19.2523364486
15/03/08,ANC,0,0,,,15.0,23.0,,0,0,0,AK,0,0,4.25
15/03/08,ATL,1,0,23.0,18.0,8.0,6.0,12.0,20.07,1,0,GA,0,0,65.7703703704
15/03/08,DEN,0,0,9.0,1.0,11.0,13.0,-6.0,0.25,1,1,CO,0,0,16.8392857143
15/03/08,DFW,0,0,32.0,24.0,12.0,14.0,16.0,0,0,0,TX,0,0,22.5
15/03/08,HNL,0,0,29.0,27.0,16.0,24.0,23.0,0,0,0,HI,0,0,18.72
15/03/08,LAX,0,0,18.0,14.0,16.0,5.0,10.0,0.25,0,0,CA,0,0,-2.61607142857
15/03/08,LGA,0,0,13.0,9.0,16.0,14.0,5.0,2.79,1,0,NY,0,0,14.2972972973
15/03/08,MCO,0,0,31.0,23.0,16.0,18.0,17.0,0,0,0,FL,0,0,34.4605263158
15/03/08,ORD,0,0,4.0,1.0,16.0,17.0,-3.0,0,0,0,IL,0,0,16.4782608696
15/03/08,PHX,0,0,24.0,19.0,16.0,12.0,13.0,0,0,0,AZ,0,0,4.01052631579
15/04/08,ANC,0,0,4.0,0.0,10.0,29.0,-4.0,0,0,0,AK,0,0,-0.5
15/04/08,ATL,0,0,17.0,10.0,16.0,6.0,3.0,0,0,0,GA,0,0,-1.39735099338
15/04/08,DEN,0,0,26.0,16.0,,27.0,7.0,0,0,0,CO,0,0,3.04918032787
15/04/08,DFW,0,0,22.0,14.0,16.0,16.0,6.0,0,0,0,TX,0,0,3.4552238806
15/04/08,HNL,0,0,29.0,26.0,16.0,17.0,22.0,0,0,0,HI,0,0,4.38095238095
15/04/08,LAX,0,0,20.0,16.0,15.0,3.0,12.0,0,0,0,CA,0,0,-7.14876033058
15/04/08,LGA,0,0,16.0,11.0,16.0,10.0,6.0,0,0,0,NY,0,0,-2.9381443299
15/04/08,MCO,0,0,19.0,14.0,16.0,19.0,9.0,0,0,0,FL,0,0,4.91666666667
15/04/08,ORD,0,0,15.0,7.0,16.0,22.0,-1.0,0,0,0,IL,0,0,0.871428571429
15/04/08,PHX,0,0,34.0,27.0,16.0,15.0,18.0,0,0,0,AZ,0,0,-2.40776699029
15/05/08,ANC,0,0,6.0,3.0,16.0,11.0,2.0,0,0,0,AK,0,0,-14.0
15/05/08,ATL,0,0,22.0,19.0,8.0,5.0,17.0,18.03,1,0,GA,0,0,8.8
15/05/08,DEN,0,0,14.0,9.0,11.0,18.0,5.0,3.81,1,0,CO,0,0,2.52631578947
15/05/08,DFW,0,0,29.0,24.0,13.0,13.0,19.0,11.68,1,0,TX,0,0,8.90070921986
15/05/08,HNL,0,0,29.0,26.0,10.0,11.0,22.0,0,0,0,HI,0,0,42.95
15/05/08,LAX,0,0,29.0,22.0,15.0,3.0,16.0,0,0,0,CA,0,0,13.1875
15/05/08,LGA,0,0,24.0,18.0,16.0,5.0,12.0,0,0,0,NY,0,0,17.4795918367
15/05/08,MCO,0,0,31.0,24.0,16.0,13.0,18.0,0,0,0,FL,0,0,8.58904109589
15/05/08,ORD,0,0,14.0,10.0,16.0,13.0,6.0,0,0,0,IL,0,0,6.88571428571
15/05/08,PHX,0,0,33.0,26.0,16.0,13.0,19.0,T,1,0,AZ,0,0,9.32352941176
15/06/08,ANC,0,0,11.0,9.0,12.0,6.0,8.0,0,0,0,AK,0,0,0.833333333333
15/06/08,ATL,0,0,32.0,27.0,12.0,3.0,21.0,0,0,0,GA,0,0,19.4042553191
15/06/08,DEN,0,0,31.0,22.0,,14.0,14.0,0,0,0,CO,0,0,17.0952380952
15/06/08,DFW,0,0,37.0,31.0,16.0,10.0,23.0,0,0,0,TX,0,0,25.2170542636
15/06/08,HNL,0,0,31.0,27.0,16.0,14.0,22.0,T,1,0,HI,0,0,-1.04166666667
15/06/08,LAX,1,0,28.0,21.0,8.0,2.0,14.0,0,0,0,CA,0,0,20.9022556391
15/06/08,LGA,1,0,28.0,23.0,6.0,6.0,18.0,2.03,1,0,NY,0,0,24.8765432099
15/06/08,MCO,0,0,33.0,28.0,14.0,6.0,23.0,0,1,0,FL,0,0,16.3698630137
15/06/08,ORD,0,0,27.0,22.0,,16.0,16.0,4.57,0,0,IL,0,0,63.640625
15/06/08,PHX,0,0,44.0,36.0,16.0,11.0,27.0,0,0,0,AZ,0,0,3.43617021277
15/07/08,ANC,0,0,14.0,11.0,16.0,10.0,9.0,0,0,0,AK,0,0,-11.5454545455
15/07/08,ATL,0,0,32.0,24.0,15.0,5.0,18.0,0.51,0,0,GA,0,0,9.11612903226
15/07/08,DEN,0,0,33.0,24.0,11.0,13.0,16.0,0,0,0,CO,0,0,10.4318181818
15/07/08,DFW,0,0,36.0,31.0,16.0,8.0,24.0,0,0,0,TX,0,0,16.802919708
15/07/08,HNL,0,0,31.0,26.0,16.0,11.0,22.0,0,0,0,HI,0,0,17.6923076923
15/07/08,LAX,0,0,29.0,24.0,16.0,4.0,19.0,0,0,0,CA,0,0,9.05925925926
15/07/08,LGA,0,0,32.0,27.0,16.0,6.0,21.0,0,0,0,NY,0,0,9.77083333333
15/07/08,MCO,0,0,31.0,28.0,14.0,6.0,24.0,5.59,1,0,FL,1,0,15.75
15/07/08,ORD,0,0,32.0,24.0,,12.0,16.0,0,0,0,IL,0,0,5.9219858156
15/07/08,PHX,0,0,40.0,34.0,16.0,10.0,28.0,0,0,0,AZ,0,0,0.39175257732
15/08/08,ANC,0,0,14.0,11.0,16.0,3.0,9.0,0,0,0,AK,0,0,26.5
15/08/08,ATL,0,0,32.0,25.0,12.0,2.0,19.0,0,0,0,GA,0,0,24.5197368421
15/08/08,DEN,0,0,15.0,12.0,8.0,13.0,9.0,21.84,1,0,CO,1,0,25.6136363636
15/08/08,DFW,0,0,33.0,28.0,13.0,7.0,24.0,11.94,1,0,TX,0,0,57.9481481481
15/08/08,HNL,0,0,32.0,29.0,16.0,19.0,26.0,0,0,0,HI,0,0,3.0
15/08/08,LAX,0,0,28.0,24.0,13.0,3.0,19.0,0,0,0,CA,0,0,6.56060606061
15/08/08,LGA,1,0,27.0,22.0,7.0,4.0,18.0,13.97,1,0,NY,0,0,64.6593406593
15/08/08,MCO,0,0,31.0,28.0,16.0,13.0,24.0,0,0,0,FL,0,0,24.7916666667
15/08/08,ORD,0,0,26.0,21.0,,13.0,16.0,0,0,0,IL,0,0,23.2357142857
15/08/08,PHX,0,0,38.0,33.0,16.0,10.0,28.0,0,0,0,AZ,0,0,2.65306122449
15/09/08,ANC,0,0,12.0,10.0,16.0,11.0,8.0,0,0,0,AK,0,0,2.2
15/09/08,ATL,0,0,26.0,22.0,16.0,8.0,19.0,0,1,0,GA,0,0,1.06756756757
15/09/08,DEN,0,0,23.0,16.0,,16.0,8.0,0,0,0,CO,0,0,2.06779661017
15/09/08,DFW,0,0,25.0,22.0,16.0,19.0,20.0,0,0,0,TX,0,0,-1.69117647059
15/09/08,HNL,0,0,32.0,27.0,15.0,13.0,22.0,0,0,0,HI,0,0,-8.42105263158
15/09/08,LAX,0,0,31.0,24.0,13.0,2.0,17.0,0,0,0,CA,0,0,5.45378151261
15/09/08,LGA,0,0,28.0,23.0,16.0,13.0,18.0,0,0,0,NY,0,0,-0.68085106383
15/09/08,MCO,1,0,34.0,28.0,12.0,10.0,23.0,73.15,1,0,FL,1,0,-4.453125
15/09/08,ORD,0,0,17.0,14.0,,10.0,12.0,T,0,0,IL,0,0,0.467153284672
15/09/08,PHX,0,0,37.0,32.0,16.0,18.0,26.0,0,0,0,AZ,0,0,5.07446808511
15/10/08,ANC,0,0,7.0,4.0,15.0,16.0,3.0,0,0,0,AK,0,0,-11.0
15/10/08,ATL,0,0,28.0,19.0,14.0,2.0,11.0,0,0,0,GA,0,0,2.57432432432
15/10/08,DEN,0,0,16.0,8.0,,13.0,0.0,0,0,0,CO,0,0,0.194690265487
15/10/08,DFW,0,0,29.0,26.0,13.0,16.0,23.0,33.78,0,0,TX,0,0,13.6119402985
15/10/08,HNL,0,0,29.0,26.0,16.0,10.0,23.0,1.52,1,0,HI,0,0,3.57894736842
15/10/08,LAX,0,0,34.0,25.0,16.0,1.0,16.0,0,0,0,CA,0,0,5.42016806723
15/10/08,LGA,0,0,21.0,18.0,16.0,4.0,14.0,0,0,0,NY,0,0,2.50561797753
15/10/08,MCO,0,0,29.0,24.0,16.0,10.0,21.0,0,0,0,FL,0,0,5.98461538462
15/10/08,ORD,0,0,17.0,13.0,,10.0,9.0,7.62,0,0,IL,0,0,9.47407407407
15/10/08,PHX,0,0,32.0,24.0,16.0,9.0,15.0,0,0,0,AZ,0,0,0.0102040816327
15/11/08,ANC,0,0,4.0,3.0,16.0,18.0,2.0,0,0,0,AK,0,0,-12.0
15/11/08,ATL,0,0,19.0,12.0,13.0,13.0,5.0,10.92,1,0,GA,0,0,2.39166666667
15/11/08,DEN,0,0,13.0,2.0,11.0,11.0,-9.0,0,0,0,CO,0,0,-6.41052631579
15/11/08,DFW,0,0,18.0,14.0,16.0,31.0,10.0,0,0,0,TX,0,0,-4.34615384615
15/11/08,HNL,0,0,27.0,24.0,14.0,7.0,21.0,18.8,1,0,HI,0,0,-1.5
15/11/08,LAX,0,0,34.0,24.0,14.0,0.0,14.0,0,0,0,CA,0,0,-0.865384615385
15/11/08,LGA,1,0,19.0,17.0,8.0,10.0,14.0,18.8,1,0,NY,0,0,-9.79032258065
15/11/08,MCO,0,0,28.0,23.0,16.0,16.0,17.0,0,0,0,FL,0,0,-5.17647058824
15/11/08,ORD,0,0,6.0,4.0,,24.0,2.0,T,0,0,IL,0,0,-11.7830188679
15/11/08,PHX,0,0,28.0,21.0,16.0,14.0,14.0,0,0,0,AZ,0,0,-1.41772151899
15/12/08,ANC,0,0,7.0,6.0,13.0,21.0,4.0,0,0,0,AK,0,0,26.0
15/12/08,ATL,0,0,17.0,12.0,13.0,2.0,7.0,0,0,0,GA,0,0,22.1956521739
15/12/08,DEN,0,0,-15.0,-20.0,11.0,6.0,-25.0,0,0,0,CO,0,0,30.3596491228
15/12/08,DFW,0,0,19.0,11.0,7.0,16.0,4.0,0,0,0,TX,0,0,24.208
15/12/08,HNL,0,0,27.0,25.0,16.0,10.0,23.0,0.25,1,0,HI,0,0,-5.38095238095
15/12/08,LAX,0,0,13.0,11.0,10.0,4.0,9.0,45.21,1,0,CA,0,0,8.03539823009
15/12/08,LGA,0,0,19.0,14.0,16.0,11.0,9.0,0.25,1,0,NY,0,0,17.7407407407
15/12/08,MCO,0,0,25.0,21.0,15.0,8.0,17.0,0,1,0,FL,0,0,16.5068493151
15/12/08,ORD,0,0,-1.0,-8.0,,26.0,-15.0,1.78,0,0,IL,0,0,41.032
15/12/08,PHX,0,0,12.0,10.0,16.0,9.0,8.0,T,1,0,AZ,0,0,12.4842105263
16/01/08,ANC,0,0,4.0,3.0,15.0,19.0,2.0,0,0,0,AK,0,0,25.6666666667
16/01/08,ATL,0,0,5.0,1.0,9.0,8.0,-2.0,1.27,1,1,GA,0,0,48.5669291339
16/01/08,DEN,0,0,-8.0,-13.0,11.0,29.0,-17.0,0,0,1,CO,0,0,8.35135135135
16/01/08,DFW,0,0,12.0,10.0,9.0,13.0,8.0,21.34,1,0,TX,0,0,2.704
16/01/08,HNL,0,0,26.0,22.0,16.0,10.0,17.0,0,0,0,HI,0,0,3.45833333333
16/01/08,LAX,1,0,19.0,14.0,7.0,2.0,9.0,0,0,0,CA,0,0,1.06666666667
16/01/08,LGA,0,0,4.0,1.0,16.0,12.0,-2.0,0,0,0,NY,0,0,4.20689655172
16/01/08,MCO,0,0,21.0,16.0,16.0,14.0,11.0,0,1,0,FL,0,0,11.9428571429
16/01/08,ORD,0,0,4.0,-1.0,16.0,20.0,-7.0,0,0,0,IL,0,0,3.13953488372
16/01/08,PHX,0,0,16.0,11.0,16.0,8.0,6.0,0,0,0,AZ,0,0,-3.47474747475
16/02/08,ANC,0,0,4.0,3.0,15.0,13.0,2.0,0,0,0,AK,0,0,-8.5
16/02/08,ATL,0,0,20.0,14.0,15.0,2.0,8.0,0,0,0,GA,0,0,0.984126984127
16/02/08,DEN,0,0,12.0,3.0,,14.0,-4.0,0,0,0,CO,0,0,14.6851851852
16/02/08,DFW,1,0,22.0,17.0,9.0,16.0,11.0,23.88,1,0,TX,1,0,61.1684210526
16/02/08,HNL,0,0,27.0,23.0,16.0,10.0,19.0,0,0,0,HI,0,0,15.32
16/02/08,LAX,0,0,19.0,13.0,16.0,3.0,7.0,0,0,0,CA,0,0,14.5855855856
16/02/08,LGA,0,0,1.0,-2.0,16.0,9.0,-5.0,0,0,0,NY,0,0,8.10144927536
16/02/08,MCO,0,0,25.0,19.0,14.0,5.0,13.0,0,0,0,FL,0,0,2.81818181818
16/02/08,ORD,0,0,1.0,-7.0,16.0,10.0,-15.0,0.25,1,0,IL,0,0,3.52293577982
16/02/08,PHX,0,0,16.0,12.0,16.0,8.0,8.0,0,0,0,AZ,0,0,11.8131868132
16/03/08,ANC,0,0,,,13.0,10.0,,0,0,0,AK,0,0,1.5
16/03/08,ATL,0,0,19.0,13.0,16.0,14.0,8.0,0,0,0,GA,0,0,11.5641025641
16/03/08,DEN,0,0,8.0,3.0,9.0,24.0,-1.0,0.51,0,1,CO,0,0,15.7952755906
16/03/08,DFW,0,0,25.0,18.0,15.0,29.0,12.0,0,0,0,TX,0,0,13.8671875
16/03/08,HNL,0,0,29.0,26.0,16.0,26.0,23.0,T,1,0,HI,0,0,14.0
16/03/08,LAX,0,0,19.0,15.0,16.0,7.0,10.0,0,0,0,CA,0,0,3.95
16/03/08,LGA,0,0,8.0,5.0,15.0,12.0,2.0,1.02,1,0,NY,0,0,5.05681818182
16/03/08,MCO,0,0,31.0,23.0,16.0,21.0,17.0,0,0,0,FL,0,0,5.62820512821
16/03/08,ORD,0,0,3.0,0.0,16.0,16.0,-3.0,0,0,0,IL,0,0,8.17910447761
16/03/08,PHX,0,0,17.0,14.0,16.0,15.0,10.0,0,0,0,AZ,0,0,3.29523809524
16/04/08,ANC,0,0,3.0,-1.0,16.0,18.0,-4.0,0,0,0,AK,0,0,1.25
16/04/08,ATL,0,0,22.0,11.0,15.0,2.0,1.0,0,0,0,GA,0,0,4.1125
16/04/08,DEN,0,0,10.0,4.0,6.0,21.0,-1.0,1.78,0,1,CO,0,0,11.6850393701
16/04/08,DFW,0,0,25.0,17.0,16.0,20.0,9.0,0,0,0,TX,0,0,11.6714285714
16/04/08,HNL,0,0,28.0,25.0,16.0,10.0,22.0,T,1,0,HI,0,0,2.34782608696
16/04/08,LAX,0,0,20.0,16.0,16.0,4.0,12.0,0,0,0,CA,0,0,4.632
16/04/08,LGA,0,0,20.0,14.0,16.0,8.0,7.0,0,0,0,NY,0,0,22.9583333333
16/04/08,MCO,0,0,22.0,17.0,16.0,16.0,12.0,0,0,0,FL,0,0,0.432432432432
16/04/08,ORD,0,0,23.0,15.0,16.0,35.0,7.0,0,0,0,IL,0,0,16.6666666667
16/04/08,PHX,0,0,29.0,24.0,16.0,21.0,19.0,0,0,0,AZ,0,0,-2.38
16/05/08,ANC,0,0,6.0,4.0,13.0,23.0,4.0,0,0,0,AK,0,0,4.0
16/05/08,ATL,0,0,25.0,18.0,11.0,11.0,13.0,0.51,0,0,GA,0,0,14.1698113208
16/05/08,DEN,0,0,20.0,12.0,11.0,14.0,4.0,0.25,1,0,CO,0,0,16.9037037037
16/05/08,DFW,0,0,26.0,22.0,16.0,16.0,17.0,0,1,0,TX,0,0,18.9154929577
16/05/08,HNL,0,0,28.0,26.0,9.0,10.0,23.0,0,0,0,HI,0,0,41.8695652174
16/05/08,LAX,0,0,36.0,27.0,16.0,4.0,18.0,0,0,0,CA,0,0,15.0763358779
16/05/08,LGA,0,0,17.0,13.0,6.0,14.0,9.0,24.13,1,0,NY,0,0,44.6666666667
16/05/08,MCO,0,0,33.0,27.0,16.0,14.0,21.0,0,0,0,FL,0,0,18.0933333333
16/05/08,ORD,0,0,23.0,14.0,16.0,15.0,4.0,0,0,0,IL,0,0,19.4071428571
16/05/08,PHX,0,0,34.0,28.0,16.0,17.0,22.0,0,0,0,AZ,0,0,8.37254901961
16/06/08,ANC,0,0,13.0,10.0,16.0,8.0,7.0,0,0,0,AK,0,0,0.454545454545
16/06/08,ATL,0,0,33.0,27.0,14.0,5.0,20.0,0,0,0,GA,0,0,32.9533333333
16/06/08,DEN,0,0,24.0,18.0,13.0,18.0,13.0,0,0,0,CO,0,0,18.7829457364
16/06/08,DFW,0,0,37.0,30.0,16.0,10.0,23.0,0,0,0,TX,0,0,18.6074074074
16/06/08,HNL,0,0,29.0,27.0,16.0,15.0,23.0,T,0,0,HI,0,0,17.7083333333
16/06/08,LAX,0,0,28.0,22.0,13.0,2.0,16.0,0,0,0,CA,0,0,13.2900763359
16/06/08,LGA,0,0,26.0,21.0,9.0,6.0,16.0,5.33,1,0,NY,0,0,68.4074074074
16/06/08,MCO,0,0,32.0,27.0,13.0,6.0,23.0,4.57,1,0,FL,0,0,37.4444444444
16/06/08,ORD,0,0,22.0,19.0,,18.0,15.0,0,0,0,IL,0,0,42.4436090226
16/06/08,PHX,0,0,44.0,37.0,16.0,14.0,29.0,0,0,0,AZ,0,0,13.6565656566
16/07/08,ANC,0,0,14.0,11.0,16.0,16.0,9.0,0,0,0,AK,0,0,14.5
16/07/08,ATL,0,0,32.0,26.0,13.0,5.0,20.0,0,0,0,GA,0,0,0.741935483871
16/07/08,DEN,0,0,34.0,26.0,11.0,19.0,17.0,0,0,0,CO,0,0,2.25
16/07/08,DFW,0,0,37.0,31.0,16.0,9.0,24.0,0,0,0,TX,0,0,7.72142857143
16/07/08,HNL,0,0,32.0,28.0,16.0,14.0,23.0,0,0,0,HI,0,0,4.96153846154
16/07/08,LAX,0,0,30.0,25.0,16.0,3.0,19.0,0,0,0,CA,0,0,11.0373134328
16/07/08,LGA,0,0,33.0,27.0,16.0,5.0,21.0,0,0,0,NY,0,0,1.32989690722
16/07/08,MCO,0,0,29.0,27.0,12.0,5.0,24.0,8.38,1,0,FL,1,0,-0.27027027027
16/07/08,ORD,0,0,32.0,27.0,,12.0,22.0,0,0,0,IL,0,0,2.17730496454
16/07/08,PHX,0,0,42.0,36.0,16.0,8.0,29.0,0,0,0,AZ,0,0,-1.37373737374
16/08/08,ANC,0,0,12.0,10.0,13.0,3.0,9.0,0,0,0,AK,0,0,0.0769230769231
16/08/08,ATL,0,0,31.0,25.0,12.0,2.0,19.0,0,0,0,GA,0,0,9.74045801527
16/08/08,DEN,0,0,14.0,12.0,9.0,6.0,10.0,38.61,1,0,CO,1,0,34.8793103448
16/08/08,DFW,0,0,31.0,27.0,13.0,8.0,23.0,15.49,1,0,TX,1,0,10.3666666667
16/08/08,HNL,0,0,31.0,28.0,16.0,22.0,24.0,T,0,0,HI,0,0,-2.46153846154
16/08/08,LAX,0,0,29.0,24.0,13.0,3.0,19.0,0,0,0,CA,0,0,7.60833333333
16/08/08,LGA,0,0,27.0,22.0,9.0,5.0,17.0,0,0,0,NY,0,0,0.141025641026
16/08/08,MCO,1,0,30.0,27.0,13.0,6.0,24.0,13.72,1,0,FL,1,0,8.66666666667
16/08/08,ORD,0,0,28.0,22.0,,10.0,14.0,0,0,0,IL,0,0,10.2890625
16/08/08,PHX,0,0,40.0,34.0,16.0,11.0,29.0,0,0,0,AZ,0,0,0.772727272727
16/09/08,ANC,0,0,10.0,8.0,16.0,6.0,5.0,0,0,0,AK,0,0,11.0
16/09/08,ATL,0,0,26.0,21.0,15.0,5.0,18.0,0,0,0,GA,0,0,-6.44285714286
16/09/08,DEN,0,0,26.0,17.0,,13.0,8.0,0,0,0,CO,0,0,2.4
16/09/08,DFW,0,0,24.0,20.0,16.0,16.0,17.0,0,0,0,TX,0,0,-2.77777777778
16/09/08,HNL,0,0,31.0,27.0,16.0,18.0,23.0,0,0,0,HI,0,0,-12.7368421053
16/09/08,LAX,0,0,28.0,23.0,13.0,2.0,18.0,0,0,0,CA,0,0,2.97345132743
16/09/08,LGA,0,0,21.0,19.0,16.0,7.0,16.0,0,0,0,NY,0,0,-6.84090909091
16/09/08,MCO,0,0,32.0,28.0,16.0,3.0,24.0,0,0,0,FL,0,0,-7.50847457627
16/09/08,ORD,0,0,22.0,16.0,,9.0,9.0,0,0,0,IL,0,0,-13.9242424242
16/09/08,PHX,0,0,36.0,31.0,16.0,17.0,26.0,0,0,0,AZ,0,0,2.1847826087
16/10/08,ANC,0,0,6.0,2.0,16.0,14.0,-1.0,0,0,0,AK,0,0,-8.0
16/10/08,ATL,0,0,29.0,20.0,13.0,2.0,12.0,0,0,0,GA,0,0,9.59333333333
16/10/08,DEN,0,0,21.0,12.0,,16.0,3.0,0,0,0,CO,0,0,1.14035087719
16/10/08,DFW,0,0,24.0,21.0,10.0,11.0,18.0,2.79,0,0,TX,0,0,2.59558823529
16/10/08,HNL,0,0,31.0,27.0,16.0,19.0,23.0,T,1,0,HI,0,0,0.631578947368
16/10/08,LAX,0,0,33.0,26.0,16.0,1.0,17.0,0,0,0,CA,0,0,-3.26050420168
16/10/08,LGA,0,0,24.0,18.0,12.0,9.0,13.0,T,0,0,NY,0,0,6.40217391304
16/10/08,MCO,0,0,29.0,24.0,16.0,10.0,21.0,0,0,0,FL,0,0,5.82089552239
16/10/08,ORD,0,0,15.0,11.0,,12.0,6.0,0,0,0,IL,0,0,14.962962963
16/10/08,PHX,0,0,34.0,26.0,16.0,8.0,18.0,0,0,0,AZ,0,0,-2.10309278351
16/11/08,ANC,0,0,4.0,2.0,16.0,19.0,1.0,0,0,0,AK,0,0,-12.3333333333
16/11/08,ATL,0,0,9.0,6.0,16.0,14.0,2.0,0,0,0,GA,0,0,1.23703703704
16/11/08,DEN,0,0,20.0,11.0,,16.0,3.0,0,0,0,CO,0,0,-8.16037735849
16/11/08,DFW,0,0,16.0,11.0,16.0,8.0,6.0,0,0,0,TX,0,0,-0.8984375
16/11/08,HNL,0,0,28.0,25.0,16.0,16.0,22.0,0.76,1,0,HI,0,0,9.04761904762
16/11/08,LAX,0,0,31.0,23.0,8.0,0.0,15.0,0,0,0,CA,0,0,-1.30973451327
16/11/08,LGA,0,0,16.0,10.0,14.0,18.0,4.0,3.81,1,0,NY,0,0,-12.1447368421
16/11/08,MCO,0,0,17.0,13.0,16.0,18.0,9.0,0,0,0,FL,0,0,-6.28169014085
16/11/08,ORD,0,0,3.0,1.0,,17.0,-2.0,0.25,0,0,IL,0,0,-5.56097560976
16/11/08,PHX,0,0,29.0,22.0,16.0,8.0,16.0,0,0,0,AZ,0,0,3.34042553191
16/12/08,ANC,0,0,7.0,6.0,11.0,26.0,6.0,0,0,0,AK,0,0,1.66666666667
16/12/08,ATL,0,0,21.0,16.0,10.0,2.0,11.0,0,1,0,GA,0,0,23.7819548872
16/12/08,DEN,0,0,3.0,-9.0,11.0,8.0,-21.0,0,0,0,CO,0,0,32.2222222222
16/12/08,DFW,0,0,7.0,4.0,2.0,14.0,3.0,0,0,0,TX,0,0,43.1788617886
16/12/08,HNL,0,0,27.0,25.0,16.0,14.0,23.0,0,0,0,HI,0,0,0.105263157895
16/12/08,LAX,0,0,16.0,11.0,16.0,0.0,7.0,0,0,0,CA,0,0,19.2523364486
16/12/08,LGA,0,0,14.0,7.0,8.0,12.0,-1.0,7.11,1,1,NY,0,0,38.0909090909
16/12/08,MCO,1,0,26.0,21.0,6.0,2.0,15.0,0,0,0,FL,0,0,16.1
16/12/08,ORD,0,0,-6.0,-10.0,,8.0,-14.0,7.87,0,0,IL,0,0,69.0442477876
16/12/08,PHX,0,0,13.0,12.0,14.0,8.0,11.0,4.83,1,0,AZ,0,0,18.4666666667
17/01/08,ANC,0,0,3.0,2.0,13.0,8.0,1.0,0,0,0,AK,0,0,23.3333333333
17/01/08,ATL,0,0,5.0,3.0,9.0,11.0,1.0,13.72,1,0,GA,0,0,29.6641791045
17/01/08,DEN,0,0,-2.0,-10.0,11.0,13.0,-17.0,0,0,0,CO,0,0,13.8260869565
17/01/08,DFW,0,0,12.0,9.0,14.0,10.0,7.0,0,0,0,TX,0,0,27.4418604651
17/01/08,HNL,0,0,27.0,23.0,16.0,13.0,19.0,T,0,0,HI,0,0,16.6086956522
17/01/08,LAX,0,0,18.0,12.0,16.0,2.0,6.0,0,0,0,CA,0,0,21.3636363636
17/01/08,LGA,0,0,4.0,2.0,13.0,9.0,-1.0,6.35,1,1,NY,0,0,42.2179487179
17/01/08,MCO,0,0,24.0,20.0,14.0,19.0,17.0,16.76,1,0,FL,0,0,14.6857142857
17/01/08,ORD,0,0,1.0,-5.0,10.0,24.0,-11.0,2.03,0,1,IL,0,0,63.95
17/01/08,PHX,0,0,14.0,8.0,16.0,8.0,2.0,0,0,0,AZ,0,0,15.7352941176
17/02/08,ANC,0,0,3.0,2.0,12.0,29.0,1.0,0,1,1,AK,0,0,-9.25
17/02/08,ATL,1,0,21.0,17.0,11.0,14.0,12.0,35.05,1,0,GA,0,0,57.7446808511
17/02/08,DEN,0,0,-1.0,-4.0,9.0,14.0,-7.0,0,0,1,CO,0,0,13.4666666667
17/02/08,DFW,0,0,22.0,16.0,16.0,13.0,10.0,0,0,0,TX,0,0,27.975
17/02/08,HNL,0,0,27.0,26.0,16.0,14.0,23.0,T,0,0,HI,0,1,5.29166666667
17/02/08,LAX,0,0,17.0,13.0,10.0,3.0,9.0,0,0,0,CA,0,0,15.813559322
17/02/08,LGA,0,0,12.0,6.0,14.0,13.0,-1.0,5.84,1,0,NY,0,0,29.9736842105
17/02/08,MCO,0,0,28.0,21.0,16.0,11.0,14.0,0,0,0,FL,0,0,28.4605263158
17/02/08,ORD,0,0,8.0,4.0,8.0,25.0,-1.0,27.94,1,1,IL,1,0,37.1037735849
